: homophones-analogy-type-I
caret carat manor manna
fungous fungus gaffe gaff
eight ait weigh whey
bogy bogey equater equator
i eye poller poler
awe or laid leid
blende blend payed paid
bailie bailey hic hick
illusion allusion flax flacks
lune loon sibilants sibilance
fore for rota rotor
mazer maser row roe
psi scye roes rose
deprivation depravation pyx picks
annalist analyst feint faint
invade inveighed so sew
basque bask son sun
glair glare gnu new
bogy bogey meat mete
canter cantor murderess murderous
orc auk quire choir
parr par weekly weakly
aye ai hostel hostile
cel sell pa pas
miner mynah stade stayed
caul call ferry fairy
flecks flex more moor
liter lieder squaller squalor
ley lea poky pokey
spits spitz vale veil
galipot gallipot praise prase
basest bassist thrown throne
rackett racquet wright rite
bitten bittern father farther
marquis marquee slow sloe
hae hay licht licked
bad bade soul sole
doe dough paschal pascal
prest pressed sou sault
sync sink guerilla gorilla
sealing ceiling rabbit rabbet
cellar seller morn mourn
si sea sexed sext
auricle oracle firs furs
conker conquer pah par
i'd ide impossible impassable
parol parole tare tear
hae heigh wear where
cruse crews vile viol
flacks flax syne sine
cordate chordate lo low
pair pear preys prays
bays beys beet beat
sensor censer due dew
phosphorous phosphorus suede swayed
blare blair rote wrote
brassie brassy pawl pall
cruse cruise gaud gorde
bullion bouillon canvass canvas
cop kop wrung rung
eyer ire lays leys
bundt bunt knob nob
pharaoh faro spade spaed
hist hissed sacks sacques
heir ere preys prays
beetle betel doze doughs
base bass rayed raid
fakir faker grate great
mete meat soul sol
trey tray wade weighed
cadi caddie capitol capital
horse hoarse loos lose
braze brays steal stele
pecten pectin strider stridor
call col latches laches
cursor curser douce juice
razer razor sacque sac
jinx jinks peas pes
assistants assistance mazer maser
chute shoot depravation deprivation
medlar meddler prays praise
coax cokes lice lyse
brood brewed whale wail
herd heard leid lade
ease aes claws clause
gaud gourd pallet palette
cymbal symbol marshal martial
clause claws guest guessed
lesson lessen sacques sacks
leis laze pyx picks
beetle betel councilor counselor
gnaw nor lie lye
peas pease prase prays
barre bar watt wot
pah pas sighed side
burred bird laager lager
eyed ide stade stayed
coulee coolie mast massed
mack mac seen scene
aunt ant hi high
seize sees weave we've
gnar knar wall waul
heigh hay pendant pendent
aisle i'll odd od
beryl barrel impatience impatiens
burley burly whored hoard
hurtle hurdle rode road
bussed bust tail taille
gourd gourde pinon pinion
gallop galop hurts hertz
disburse disperse ring wring
browse brows weal we'll
sower sewer slow sloe
wring ring rote wrote
shanty chantey rock roc
allowed aloud leys leas
court caught dough do
krona krone their they're
hail hale roomie roomy
find fined wail wale
firs furze leis leas
corps caw villein villain
chord cored exercise exorcise
infusor infuser piece peace
sheik chic par pah
tick tic villain villein
corral chorale sexed sext
krone krona vane vain
delinquence delinquents fold foaled
choral coral review revue
pawl pall reed read
descent dissent road rowed
eyrie airy hoar haw
gourde gourd rale rail
kitten chitin sown sone
burger burgher while wile
bait bate clime climb
presents presence roomie roomy
tease tees ton tonne
chuff chough wring ring
axel axle bailie bailey
cirrus serous sunny sonny
mic mike sigh scye
idle idyll lever leaver
formally formerly through threw
dire dyer guild gilled
broom brougham incite insight
cored chord roil royal
koi coy sandhi sandy
ley lei rued rude
eight ate seamen semen
use yews saw sore
cent scent laid lade
pearl purl racket rackett
mutch much tenner tenor
groan grown whoa woe
whore haw two to
its it's palette palate
barrel beryl herds hurds
laze leys lea lay
principal principle stoop stoup
chitin chiton meed mead
call caul tail tael
confectionery confectionary tulle tool
nee knee told tolled
gild guild nee nay
led lead pics picks
ewe you jealousy jalousie
core caw sorry sari
bell belle marc mark
faery ferry stele steel
chaise shays dude dewed
sennet sennit tee ti
i aye toad towed
baud bawd braze braes
crews cruise doh do
leech leach preys prase
isle i'll fro froe
ai eye adolescence adolescents
medal meddle tack tach
hold holed win wynn
dough do gin jinn
fate fete lough lock
pe pee quad quod
seer sere coquet coquette
foreward foreword lance launce
assistants assistance versus verses
furze firs flak flack
allowed aloud chyle kill
aweigh away laze lays
sank cinque scend send
adolescents adolescence ware where
peke peek weever weaver
lowed load pas par
bawled bald cedar seeder
hoarse horse ward warred
leys lase nickle nickel
foreward forward we're weir
condescendence condescendents holm hom
crude crewed jell gel
conch conk peek pique
fane fain tow toe
faze phase limn limb
sexed sext you're yaw
braes braise cue queue
equator equater wynd whined
cursor curser littoral literal
born bourn win whin
aught ought coulee coolly
cheep cheap exorcise exercise
axil axel feat feet
by buy pees peas
miner mynah sole soul
disgust discussed hew hue
seer cere laager logger
aire are raid rayed
fear fere slow sloe
cinque sank pour pore
nay nae sewn sone
do dew pinion pinon
bays baize dene dean
equator equater load lode
far fah right rite
feaze feeze sign sine
senser censor route root
does doze yore you're
paschal pascal tear tare
youse use me mi
coy koi pinion pinon
quints quince whirred word
cant can't hawed horde
mac mach wile while
mynah miner spoor spore
chiton kitten collared collard
new knew lowed load
billed build insight incite
kop cop gorde gaud
taille tale there they're
ball bawl bode bowed
cist kissed holm hom
caulk calk principal principle
precedence precedents rest wrest
herd heard lyre lier
hold holed pinion pinon
flaw floor verses versus
bogie bogy cinque sync
links lynx plane plain
squalor squaller tensor tenser
crews cruise fills fils
cyst cist divisor devisor
liter lieder shone shown
clime climb gaiter gator
traitoress traitorous wye why
jalousie jealousy meddler medlar
lyse lice marque mark
chrisom chrism crude crewed
baler bailer tease tees
ide i'd airy aery
balled bald lakh lac
bite bight faze phase
instants instance pas parr
sell cel for four
exorcise exercise psi sigh
racket racquet road rode
pendent pendant six sics
brassie brassy whir were
crews cruse please pleas
need knead poor pour
impassable impassible locks lochs
breach breech wade weighed
quay cay gally galley
castor caster frees freeze
ensure insure wield wheeled
fane feign laps lapse
cents cense healed heeled
ewe yew mho mot
baize bays bowled bold
boy buoy caret carat
loath loathe tel tell
racket racquet tyre tier
missus misses wye why
rumor roomer steel stele
sellar cellar compleat complete
anti auntie leid lade
urn erne succulents succulence
morn mourn tapir taper
mow mot viol vile
inductants inductance titan tighten
heroin heroine pause pores
braid brayed erupt irrupt
jinks jinx settlor settler
assistants assistance sloe slow
bailee bailey spade spayed
pores paws steel stele
borough burrow rapt rapped
gel jell hey heigh
fay fey pore paw
balm bomb culler color
blair blare seas seize
sault sue the thee
coy koi syne sine
hanger hangar mode mowed
heigh hae millinery millenary
maize maze pics pix
hay heigh wale wail
form forme ley lea
missile missal rap wrap
franc frank overseas oversees
browse brows semen seamen
beet beat fah far
pair pare stationary stationery
or oar pean peen
heir air cum come
guerilla gorilla pore paw
aerie eyrie lase leas
boll bowl tier tear
nave knave lack lakh
accidents accidence tort torte
incandescents incandescence night knight
picnic pyknic sigher sire
cinque sank claws clause
mantel mantle par pa
equater equator leach leech
kohl coal owed ode
phat fat rock roc
brewed brood tocsin toxin
aery aerie disburse disperse
grizzly grisly poller polar
pas pa razer raiser
incandescence incandescents skull scull
per purr poof pouffe
verst versed wiled wild
shot chott heald healed
none nun pocks pox
manner manna vane vein
grate great wheel weal
ferry fairy mooed mood
rue roux sachet sashay
oar awe mean mesne
cay quay eyelet islet
kohl cole cubical cubicle
sensor senser sine sign
bunt bundt pharming farming
gopher gofer wheel we'll
sear seer conquer conker
elusion allusion brows browse
hay hey mot mow
hurdle hurtle permanence permanents
pease peas tough tuff
aery aerie mourning morning
cozy cosy lede lead
dough doh poodle pootle
mayor mare morning mourning
i'd eyed leid lade
heir air wood would
condescendents condescendence prey pray
censor censer mince mints
pharma farmer hawed hoard
aire are caret carat
brute brut caul col
oar or wrens rends
brassie brassy stare stair
i'd ide luxe lux
condescendents condescendence might mite
doc dock grippe grip
axil axle vice vise
clairvoyants clairvoyance seize seas
flee flea suer sewer
frieze freeze stoup stupe
fore four pah pas
stork stalk weaver weever
dues douce missable miscible
collar choler hough hock
gorde gored traitorous traitoress
less loess weir we're
scents cents hoard horde
chin chine peak peek
no know were whir
cord chord pair pear
heir air tun ton
adze adds manna manner
eyre air send scend
gel jell leys leas
deem deme incompetence incompetents
millenary millinery we've weave
kernel colonel gate gait
sense scents prest pressed
cougher coffer weald wheeled
mourning morning sacks sacques
brougham broom sent cent
flaw floor sachet sashay
discrete discreet staid stayed
seeder ceder done dun
seamen semen winned wind
baize beys burrow borough
friar fryer knead need
stayed staid tis tease
burd bird stoup stupe
sink cinque exercise exorcise
seamen seaman ti tea
formerly formally soul sol
bridle bridal sight cite
flay fley toughed tuft
frank franc wind whined
yews ewes wade weighed
axil axle petrel petrol
nice gneiss resistor resister
bi by cosey cosy
burd bird sighed side
oral aural loan lone
site cite gyve jive
lice lyse pole poll
coral choral mantel mantle
i'd eyed poodle pootle
gilled gild pores pours
hoc hough rows rose
scent cent lune loon
desert dessert terse terce
ryot riot six sics
aery airy there their
right rite ware where
adze adds chrism chrisom
gopher gofer toxin tocsin
rhos rows tie tai
canvas canvass rued rood
new nu soul sol
seal seel grate great
dean dene flair flare
grocer grosser nay nae
cirrous serous leach leech
are eyre calyx calix
allusion illusion lightening lightning
wacks whacks which witch
sack sacque ton tonne
bouillon bullion verdure verger
hoard horde weaver weever
coal cole confectionery confectionary
load lode whey weigh
he'll heel ware wear
air are herds hurds
burger burgher rhumb rum
him hymn whined wynd
potpourri popery way whey
depravation deprivation spec speck
licked licht peke peak
scye sigh sleave sleeve
bloc block tees tis
send scend tier tear
floc flock fluorescence fluorescents
can't cant delinquence delinquents
equivalence equivalents seaman seamen
succor sucker tonne tun
choral coral dine dyne
clique klick leaver lever
lynx links wrest rest
in inn lager logger
box bocks rheumy roomy
delinquence delinquents lien lean
aire air awe or
gage gauge mark marc
senser censer peas pees
away aweigh radical radicle
copse cops resister resistor
file phial pours paws
statice status there their
adze ads roomy rheumy
handmade handmaid please pleas
read red sacque sac
burred burd forward foreword
barre bar prophet profit
blair blare humorous humerus
laze lase oak oke
gait gate radicle radical
lack lac receipt reseat
heir ere karat carrot
fought fort kite kyte
humerus humorous wring ring
basil basal dyeing dying
lux luxe putty puttee
florescence fluorescents foreward foreword
sachet sashay slough slew
caddy caddie deviser devisor
crape crepe too two
precision precisian rude rued
mein mane world whorled
kraft craft inveighed invade
hawed whored sleigh slay
mustered mustard surf serf
councilor counselor jive gyve
sell cell inn in
soared sword sold soled
bight byte lock lough
burger burgher gyro giro
mot mho step steppe
byte bight ode owed
dependence dependents neigh nee
licked licht world whirled
barred bard lowed lode
cored chord rapped rapt
